param	ESS
lnl	728.52
s0	443.55
s1	823.48
tau	636.92
alpha_r_library_1	1412.63
alpha_r_library_2	1348.93
alpha_r_library_3	1892.05
spike_probability	2491.03
inactive_mean	435.4
inactive_variance	375.55
active_mean_component1	234.02
active_mean_component2	3398.32
active_variance_component1	196.15
active_variance_component2	196.15
weight_active	207.05
weight_within_active_component_1	214.41
weight_within_active_component_2	214.41
