param	ESS
lnl	589.31
s0	327.99
s1	701.26
tau	317.17
alpha_r_library_1	2007.92
alpha_r_library_2	1863.42
alpha_r_library_3	2044.41
spike_probability	1473.14
inactive_mean	310.82
inactive_variance	361.84
active_mean_component1	182.22
active_mean_component2	971.78
active_variance_component1	190.68
active_variance_component2	190.68
weight_active	185.05
weight_within_active_component_1	337.36
weight_within_active_component_2	337.36
