param	ESS
lnl	742.94
s0	370.4
s1	652.51
tau	382.08
alpha_r_library_1	1286.6
alpha_r_library_2	1564.23
alpha_r_library_3	1181.7
spike_probability	891.42
inactive_mean	294.82
inactive_variance	295.12
active_mean_component1	168.72
active_mean_component2	811.13
active_variance_component1	169.57
active_variance_component2	169.57
weight_active	154.16
weight_within_active_component_1	291.19
weight_within_active_component_2	291.19
