param	ESS
lnl	680.44
s0	413.59
s1	882.07
tau	441.51
alpha_r_library_1	1712.48
alpha_r_library_2	1333.88
alpha_r_library_3	1817.95
spike_probability	1469.71
inactive_mean	399.94
inactive_variance	348.97
active_mean_component1	178.27
active_mean_component2	2499
active_variance_component1	131.89
active_variance_component2	131.89
weight_active	143.46
weight_within_active_component_1	147.07
weight_within_active_component_2	147.07
